forecast_issue_time,actual_time_24,temp_actual_24,temp_pred_24,hum_actual_24,hum_pred_24,rain_actual_24,rain_pred_24,pres_actual_24,pres_pred_24,wind_actual_24,wind_pred_24,actual_time_48,temp_actual_48,temp_pred_48,hum_actual_48,hum_pred_48,rain_actual_48,rain_pred_48,pres_actual_48,pres_pred_48,wind_actual_48,wind_pred_48,actual_time_72,temp_actual_72,temp_pred_72,hum_actual_72,hum_pred_72,rain_actual_72,rain_pred_72,pres_actual_72,pres_pred_72,wind_actual_72,wind_pred_72
2025-01-14 17:00:00,2025-01-15 17:00:00,8.1,10.897067,42.0,57.188026,0.0,-0.04059273,1025.5,1027.8234,6.5,7.5104527,2025-01-16 17:00:00,8.6,10.18693,46.0,59.390038,0.0,-0.027076049,1022.4,1027.2277,5.8,7.9151564,2025-01-17 17:00:00,7.1,9.8792095,55.0,60.304012,0.0,-0.022976829,1029.2,1027.1799,11.8,8.025577
2025-01-14 18:00:00,2025-01-15 18:00:00,4.9,10.766144,40.0,57.757397,0.0,-0.035889305,1025.7,1027.7238,16.0,7.517573,2025-01-16 18:00:00,6.2,10.059062,59.0,59.965885,0.0,-0.022085404,1023.1,1027.1041,1.4,7.9256034,2025-01-17 18:00:00,4.6,9.750584,69.0,60.889248,0.0,-0.017854942,1029.3,1027.049,4.5,8.036925
2025-01-14 19:00:00,2025-01-15 19:00:00,3.0,10.53648,38.0,58.548306,0.0,-0.030273443,1025.0,1027.5841,20.7,7.5883994,2025-01-16 19:00:00,6.4,9.855734,60.0,60.699677,0.0,-0.016425645,1023.5,1026.9429,3.5,7.9903245,2025-01-17 19:00:00,3.3,9.556074,72.0,61.60219,0.0,-0.012185543,1029.4,1026.8783,4.8,8.100904
2025-01-14 20:00:00,2025-01-15 20:00:00,3.0,10.091654,38.0,60.000675,0.0,-0.021033747,1025.2,1027.3397,20.7,7.7558746,2025-01-16 20:00:00,5.3,9.472726,61.0,61.97329,0.0,-0.0076499945,1025.1,1026.6664,12.7,8.149293,2025-01-17 20:00:00,2.9,9.196529,74.0,62.80985,0.0,-0.003549828,1029.5,1026.5859,5.2,8.257551
2025-01-14 21:00:00,2025-01-15 21:00:00,3.1,9.541402,39.0,61.719555,0.0,-0.010745763,1025.6,1027.0631,21.1,7.9784927,2025-01-16 21:00:00,4.1,8.983531,69.0,63.518208,0.0,0.0023850661,1027.0,1026.3325,15.9,8.371888,2025-01-17 21:00:00,1.9,8.732162,78.0,64.28297,0.0,0.006354877,1029.8,1026.2302,5.3,8.480106
2025-01-14 22:00:00,2025-01-15 22:00:00,3.0,8.940184,39.0,63.401382,0.0,-0.0017065543,1024.5,1026.8068,21.1,8.260793,2025-01-16 22:00:00,3.7,8.4648695,74.0,64.99316,0.0,0.01133816,1027.7,1026.0002,13.0,8.645651,2025-01-17 22:00:00,1.4,8.2450485,79.0,65.66502,0.0,0.015110915,1030.1,1025.872,5.7,8.753475
2025-01-14 23:00:00,2025-01-15 23:00:00,2.9,8.372605,39.0,64.5163,0.0,0.0012064588,1024.1,1026.7148,21.1,8.60526,2025-01-16 23:00:00,2.9,8.033862,77.0,65.84222,0.0,0.014536747,1028.5,1025.8231,16.7,8.939989,2025-01-17 23:00:00,0.6,7.85609,82.0,66.39322,0.0,0.017996015,1030.2,1025.6709,7.0,9.042596
2025-01-15 00:00:00,2025-01-16 00:00:00,3.1,7.9991493,37.0,64.76249,0.0,-0.0024300504,1023.6,1026.824,21.0,8.899916,2025-01-17 00:00:00,2.2,7.785849,81.0,65.876724,0.0,0.01134193,1029.2,1025.871,14.1,9.173254,2025-01-18 00:00:00,-0.3,7.641344,88.0,66.3328,0.0,0.014509735,1030.2,1025.7062,5.8,9.269189
2025-01-15 01:00:00,2025-01-16 01:00:00,2.7,7.840071,38.0,64.47691,0.0,-0.007892645,1023.1,1026.975,20.1,9.083832,2025-01-17 01:00:00,1.8,7.687079,84.0,65.481705,0.0,0.005909675,1029.5,1026.0062,7.9,9.324928,2025-01-18 01:00:00,-0.3,7.5580544,87.0,65.88834,0.0,0.0088447565,1030.0,1025.8418,4.1,9.417046
2025-01-15 02:00:00,2025-01-16 02:00:00,2.8,7.7546396,40.0,64.12673,0.0,-0.0118220365,1022.8,1027.0172,21.4,9.235277,2025-01-17 02:00:00,1.2,7.627923,83.0,65.06632,0.0,0.0016881612,1029.2,1026.0609,6.0,9.46024,2025-01-18 02:00:00,-0.8,7.506701,85.0,65.44361,0.0,0.004433454,1029.4,1025.9009,3.7,9.550164
2025-01-15 03:00:00,2025-01-16 03:00:00,2.7,7.6250587,40.0,63.936275,0.0,-0.013814664,1022.5,1026.9058,21.1,9.446099,2025-01-17 03:00:00,1.0,7.536654,83.0,64.792206,0.0,-0.0005858529,1029.1,1025.9656,6.4,9.644835,2025-01-18 03:00:00,-0.2,7.4266353,80.0,65.1338,0.0,0.0019893583,1029.4,1025.8068,1.5,9.731551
2025-01-15 04:00:00,2025-01-16 04:00:00,2.6,7.53948,41.0,63.6997,0.0,-0.015357926,1022.5,1026.7759,20.4,9.625928,2025-01-17 04:00:00,1.2,7.466924,77.0,64.52612,0.0,-0.0021105248,1029.5,1025.8302,7.4,9.816697,2025-01-18 04:00:00,-0.1,7.359672,79.0,64.85601,0.0,0.0004175466,1029.4,1025.6683,3.2,9.904604
2025-01-15 05:00:00,2025-01-16 05:00:00,2.4,7.4043117,42.0,63.586937,0.0,-0.015680177,1022.5,1026.528,19.6,9.8682785,2025-01-17 05:00:00,1.1,7.3681645,72.0,64.35648,0.0,-0.002386077,1030.0,1025.5852,8.1,10.032114,2025-01-18 05:00:00,-0.9,7.2700276,84.0,64.66083,0.0,7.6116296e-05,1028.8,1025.4191,5.0,10.118259
2025-01-15 06:00:00,2025-01-16 06:00:00,2.2,7.3223257,43.0,63.436806,0.0,-0.015499047,1022.3,1026.2861,19.2,10.057413,2025-01-17 06:00:00,0.7,7.293016,75.0,64.20485,0.0,-0.001988529,1030.3,1025.3278,8.9,10.219206,2025-01-18 06:00:00,-1.5,7.194238,88.0,64.50907,0.0,0.0005128172,1028.1,1025.1547,6.5,10.30861
2025-01-15 07:00:00,2025-01-16 07:00:00,2.0,7.2823157,44.0,63.27388,0.0,-0.0152624985,1022.3,1026.1086,19.5,10.179385,2025-01-17 07:00:00,0.9,7.249587,77.0,64.05416,0.0,-0.0015395347,1030.7,1025.1293,11.2,10.349017,2025-01-18 07:00:00,-1.9,7.14696,90.0,64.36685,0.0,0.0010280621,1027.4,1024.9495,8.0,10.442807
2025-01-15 08:00:00,2025-01-16 08:00:00,1.9,7.291009,46.0,63.031635,0.0,-0.016215911,1022.5,1026.1138,19.1,10.2028885,2025-01-17 08:00:00,0.8,7.269681,80.0,63.782875,0.0,-0.0024116028,1031.3,1025.1082,10.8,10.377091,2025-01-18 08:00:00,-1.9,7.1662064,91.0,64.09757,0.0,0.00018806127,1027.5,1024.9243,9.0,10.472698
2025-01-15 09:00:00,2025-01-16 09:00:00,1.7,7.2927985,49.0,62.801598,0.0,-0.016985474,1023.0,1026.1042,17.6,10.235873,2025-01-17 09:00:00,0.6,7.302492,81.0,63.486588,0.0,-0.0033700753,1031.5,1025.1068,8.8,10.390312,2025-01-18 09:00:00,-1.5,7.2071795,90.0,63.781563,0.0,-0.00084598246,1027.5,1024.9258,10.3,10.481165
2025-01-15 10:00:00,2025-01-16 10:00:00,4.1,7.431475,49.0,62.352917,0.0,-0.018782226,1023.8,1026.2557,13.3,10.118043,2025-01-17 10:00:00,2.7,7.4459457,71.0,63.012085,0.0,-0.0051586693,1031.5,1025.2292,10.3,10.284946,2025-01-18 10:00:00,2.9,7.3474135,72.0,63.316704,0.0,-0.0025956992,1027.4,1025.048,10.1,10.37683
2025-01-15 11:00:00,2025-01-16 11:00:00,7.4,7.780109,50.0,61.671658,0.0,-0.020463726,1024.4,1026.5483,4.2,9.776968,2025-01-17 11:00:00,4.5,7.72903,65.0,62.41305,0.0,-0.0068211546,1031.7,1025.4712,13.4,10.0142355,2025-01-18 11:00:00,6.5,7.6044345,61.0,62.785763,0.0,-0.004040732,1027.7,1025.291,3.2,10.116307
2025-01-15 12:00:00,2025-01-16 12:00:00,8.7,8.384894,42.0,60.499046,0.0,-0.023011027,1024.0,1026.8734,2.0,9.271449,2025-01-17 12:00:00,5.6,8.16537,63.0,61.547825,0.0,-0.009180284,1031.3,1025.789,16.0,9.617747,2025-01-18 12:00:00,8.0,7.984933,54.0,62.069347,0.0,-0.0059736883,1027.3,1025.622,1.3,9.73694
2025-01-15 13:00:00,2025-01-16 13:00:00,9.2,8.882781,43.0,59.49688,0.0,-0.02231325,1023.0,1026.7397,5.1,8.997848,2025-01-17 13:00:00,6.4,8.500548,61.0,60.900406,0.0,-0.008346914,1030.7,1025.7454,16.5,9.397294,2025-01-18 13:00:00,8.7,8.270694,51.0,61.55838,0.0,-0.004763915,1026.4,1025.5983,2.6,9.527177
2025-01-15 14:00:00,2025-01-16 14:00:00,10.4,9.303335,39.0,58.69708,0.0,-0.019595487,1021.9,1026.2345,5.8,8.9099045,2025-01-17 14:00:00,7.2,8.745546,57.0,60.542732,0.0,-0.004833116,1029.7,1025.3342,13.2,9.350266,2025-01-18 14:00:00,9.0,8.456894,46.0,61.36278,0.0,-0.0007245976,1025.3,1025.2004,4.0,9.496535
2025-01-15 15:00:00,2025-01-16 15:00:00,10.1,9.601167,40.0,58.107647,0.0,-0.016080996,1021.3,1025.6234,6.1,8.939242,2025-01-17 15:00:00,7.7,8.914616,55.0,60.314125,0.0,-0.00020841393,1029.1,1024.7715,14.1,9.406214,2025-01-18 15:00:00,8.8,8.57607,52.0,61.273083,0.0,0.0044244016,1024.5,1024.6405,4.5,9.568958
2025-01-15 16:00:00,2025-01-16 16:00:00,9.6,9.795137,43.0,57.679054,0.0,-0.013393327,1021.4,1025.1482,4.7,8.986575,2025-01-17 16:00:00,7.5,9.047076,55.0,60.08714,0.0,0.0034950685,1029.2,1024.2928,13.5,9.467193,2025-01-18 16:00:00,8.3,8.676748,57.0,61.138493,0.0,0.0085561285,1024.2,1024.156,4.9,9.641958
2025-01-15 17:00:00,2025-01-16 17:00:00,8.6,9.864195,46.0,57.54498,0.0,-0.011321238,1022.4,1024.9446,5.8,8.989076,2025-01-17 17:00:00,7.1,9.137851,55.0,59.92243,0.0,0.005938829,1029.2,1024.0469,11.8,9.468378,2025-01-18 17:00:00,6.8,8.763604,67.0,60.994473,0.0,0.011221998,1024.3,1023.89874,4.0,9.645651
2025-01-15 18:00:00,2025-01-16 18:00:00,6.2,9.490226,59.0,58.12845,0.0,-0.009597919,1023.1,1024.8169,1.4,9.258495,2025-01-17 18:00:00,4.6,9.027357,69.0,59.942173,0.0,0.006631405,1029.3,1023.9048,4.5,9.60219,2025-01-18 18:00:00,2.8,8.748241,77.0,60.76215,0.0,0.0111008445,1024.8,1023.7463,3.4,9.745846
2025-01-15 19:00:00,2025-01-16 19:00:00,6.4,8.896824,60.0,58.99687,0.0,-0.0078472635,1023.5,1024.6045,3.5,9.7275305,2025-01-17 19:00:00,3.3,8.764167,72.0,60.11374,0.0,0.006903627,1029.4,1023.7166,4.8,9.88291,2025-01-18 19:00:00,1.3,8.610055,75.0,60.602554,0.0,0.0102467025,1024.9,1023.5528,5.0,9.979441
2025-01-15 20:00:00,2025-01-16 20:00:00,5.3,8.50847,61.0,59.33623,0.0,-0.009716346,1025.1,1024.6835,12.7,10.007913,2025-01-17 20:00:00,2.9,8.623648,74.0,59.925423,0.0,0.0043683434,1029.5,1023.7402,5.2,10.049467,2025-01-18 20:00:00,-1.5,8.548951,90.0,60.21245,0.0,0.0071487064,1024.9,1023.56256,9.3,10.117326
2025-01-15 21:00:00,2025-01-16 21:00:00,4.1,8.268522,69.0,59.407013,0.0,-0.012901141,1027.0,1024.9259,15.9,10.139142,2025-01-17 21:00:00,1.9,8.582951,78.0,59.54867,0.0,0.0005159464,1029.8,1023.92267,5.3,10.101231,2025-01-18 21:00:00,-2.0,8.569304,91.0,59.681305,0.0,0.0028637808,1024.6,1023.7353,11.5,10.146565
2025-01-15 22:00:00,2025-01-16 22:00:00,3.7,8.019326,74.0,59.623898,0.0,-0.012404821,1027.7,1024.8125,13.0,10.368842,2025-01-17 22:00:00,1.4,8.4609,79.0,59.498283,0.0,0.0003290188,1030.1,1023.83813,5.7,10.250622,2025-01-18 22:00:00,-0.9,8.493103,82.0,59.515884,0.0,0.0022888046,1024.2,1023.65454,11.6,10.274737
2025-01-15 23:00:00,2025-01-16 23:00:00,2.9,7.827952,77.0,59.777184,0.0,-0.010982535,1028.5,1024.6104,16.7,10.584405,2025-01-17 23:00:00,0.6,8.340678,82.0,59.524773,0.0,0.0016961035,1030.2,1023.63806,7.0,10.419679,2025-01-18 23:00:00,-0.7,8.39449,77.0,59.492928,0.0,0.003541739,1024.1,1023.45325,10.6,10.433465
2025-01-16 00:00:00,2025-01-17 00:00:00,2.2,7.6975045,81.0,59.84099,0.0,-0.008988484,1029.2,1024.3391,14.1,10.7863,2025-01-18 00:00:00,-0.3,8.242825,88.0,59.555843,0.0,0.0039515356,1030.2,1023.3634,5.8,10.59452,2025-01-19 00:00:00,-1.1,8.304137,78.0,59.511574,0.0,0.005817027,1023.8,1023.1766,9.0,10.603912
2025-01-16 01:00:00,2025-01-17 01:00:00,1.8,7.6150618,84.0,59.845547,0.0,-0.006408437,1029.5,1024.0223,7.9,10.964789,2025-01-18 01:00:00,-0.3,8.157427,87.0,59.59989,0.0,0.006906108,1030.0,1023.0436,4.1,10.766008,2025-01-19 01:00:00,-1.4,8.214611,77.0,59.57176,0.0,0.008874283,1023.6,1022.85535,6.0,10.77602
2025-01-16 02:00:00,2025-01-17 02:00:00,1.2,7.495373,83.0,59.96747,0.0,-0.003243758,1029.2,1023.6859,6.0,11.165004,2025-01-18 02:00:00,-0.8,8.065622,85.0,59.70189,0.0,0.010182728,1029.4,1022.7331,3.7,10.930413,2025-01-19 02:00:00,-0.1,8.132104,62.0,59.65751,0.0,0.012130902,1023.1,1022.54767,4.7,10.933339
2025-01-16 03:00:00,2025-01-17 03:00:00,1.0,7.4235177,83.0,59.99975,0.0,-0.00062983367,1029.1,1023.4209,6.4,11.306478,2025-01-18 03:00:00,-0.2,8.009401,80.0,59.73158,0.0,0.012966418,1029.4,1022.4798,1.5,11.050337,2025-01-19 03:00:00,0.5,8.080206,54.0,59.68225,0.0,0.014931389,1022.7,1022.2958,4.5,11.049186
2025-01-16 04:00:00,2025-01-17 04:00:00,1.2,7.420402,77.0,59.901775,0.0,0.00090576825,1029.5,1023.2853,7.4,11.36125,2025-01-18 04:00:00,-0.1,8.013527,79.0,59.630848,0.0,0.014672563,1029.4,1022.33405,3.2,11.101142,2025-01-19 04:00:00,0.5,8.08459,53.0,59.58433,0.0,0.01667974,1022.4,1022.14874,3.2,11.09934
2025-01-16 05:00:00,2025-01-17 05:00:00,1.1,7.4667597,72.0,59.716217,0.0,0.0018531394,1030.0,1023.2178,8.1,11.365913,2025-01-18 05:00:00,-0.9,8.060657,84.0,59.44108,0.0,0.015646482,1028.8,1022.25885,5.0,11.108861,2025-01-19 05:00:00,-0.1,8.131253,58.0,59.396572,0.0,0.01766702,1022.3,1022.0734,2.2,11.1070595
2025-01-16 06:00:00,2025-01-17 06:00:00,0.7,7.5055575,75.0,59.56557,0.0,0.0031286713,1030.3,1023.10986,8.9,11.386541,2025-01-18 06:00:00,-1.5,8.098907,88.0,59.285923,0.0,0.01671501,1028.1,1022.1739,6.5,11.123177,2025-01-19 06:00:00,-0.7,8.172522,63.0,59.233467,0.0,0.018673731,1022.0,1021.9935,1.5,11.11837
2025-01-16 07:00:00,2025-01-17 07:00:00,0.9,7.529276,77.0,59.438534,0.0,0.0041351626,1030.7,1023.02637,11.2,11.408538,2025-01-18 07:00:00,-1.9,8.1353855,90.0,59.126724,0.0,0.01742261,1027.4,1022.11926,8.0,11.129343,2025-01-19 07:00:00,-1.0,8.217057,67.0,59.053844,0.0,0.019276535,1021.9,1021.9446,2.0,11.119086
2025-01-16 08:00:00,2025-01-17 08:00:00,0.8,7.579963,80.0,59.258904,0.0,0.0043164873,1031.3,1023.03656,10.8,11.380771,2025-01-18 08:00:00,-1.9,8.197413,91.0,58.908432,0.0,0.017387299,1027.5,1022.133,9.0,11.09835,2025-01-19 08:00:00,-1.5,8.284051,73.0,58.822,0.0,0.019179953,1022.4,1021.95984,1.8,11.085714
2025-01-16 09:00:00,2025-01-17 09:00:00,0.6,7.7059093,81.0,58.93099,0.0,0.0032479626,1031.5,1023.1875,8.8,11.259004,2025-01-18 09:00:00,-1.5,8.313045,90.0,58.56748,0.0,0.016301574,1027.5,1022.2413,10.3,11.007492,2025-01-19 09:00:00,-1.1,8.392828,72.0,58.494743,0.0,0.01814896,1022.8,1022.06287,2.1,11.000721
2025-01-16 10:00:00,2025-01-17 10:00:00,2.7,8.043674,71.0,58.17941,0.0,0.0003269848,1031.5,1023.49243,10.3,10.957,2025-01-18 10:00:00,2.9,8.543307,72.0,57.980865,0.0,0.014121418,1027.4,1022.4092,10.1,10.831032,2025-01-19 10:00:00,1.9,8.572219,66.0,58.02913,0.0,0.01642683,1023.0,1022.2131,3.3,10.854496
2025-01-16 11:00:00,2025-01-17 11:00:00,4.5,8.728976,65.0,56.7765,0.0,-0.0027853388,1031.7,1023.7205,13.4,10.467272,2025-01-18 11:00:00,6.5,8.899312,61.0,57.18949,0.0,0.012686034,1027.7,1022.4628,3.2,10.607073,2025-01-19 11:00:00,4.0,8.788109,54.0,57.583168,0.0,0.016170992,1023.5,1022.2483,2.7,10.699378
2025-01-16 12:00:00,2025-01-17 12:00:00,5.6,9.352763,63.0,55.4279,0.0,-0.0038683477,1031.3,1023.5317,16.0,10.18427,2025-01-18 12:00:00,8.0,9.173141,54.0,56.57793,0.0,0.012919725,1027.3,1022.28687,1.3,10.509989,2025-01-19 12:00:00,5.2,8.930075,56.0,57.30117,0.0,0.017385459,1023.4,1022.08093,3.8,10.656377
2025-01-16 13:00:00,2025-01-17 13:00:00,6.4,9.595982,61.0,54.95532,0.0,7.3158415e-05,1030.7,1022.91614,16.5,10.238884,2025-01-18 13:00:00,8.7,9.177679,51.0,56.658573,0.0,0.017463239,1026.4,1021.80255,2.6,10.632635,2025-01-19 13:00:00,6.1,8.864779,55.0,57.55054,0.0,0.022294244,1022.3,1021.61633,4.1,10.803865
2025-01-16 14:00:00,2025-01-17 14:00:00,7.2,9.670349,57.0,54.9286,0.0,0.0062613944,1029.7,1022.1151,13.2,10.430743,2025-01-18 14:00:00,9.0,9.028155,46.0,57.178017,0.0,0.024483962,1025.3,1021.12646,4.0,10.879952,2025-01-19 14:00:00,6.9,8.661302,49.0,58.191673,0.0,0.029506648,1021.0,1020.95667,5.2,11.072483
2025-01-16 15:00:00,2025-01-17 15:00:00,7.7,9.660892,55.0,55.120693,0.0,0.012717818,1029.1,1021.4009,14.1,10.624604,2025-01-18 15:00:00,8.8,8.842818,52.0,57.798626,0.0,0.031751167,1024.5,1020.48694,4.5,11.126032,2025-01-19 15:00:00,7.0,8.440935,52.0,58.884125,0.0,0.036846228,1020.0,1020.3252,6.0,11.335417
2025-01-16 16:00:00,2025-01-17 16:00:00,7.5,9.75163,55.0,55.09091,0.0,0.016316807,1029.2,1021.031,13.5,10.645693,2025-01-18 16:00:00,8.3,8.781039,57.0,58.130733,0.0,0.036436938,1024.2,1020.1111,4.9,11.220402,2025-01-19 16:00:00,6.8,8.334643,55.0,59.322487,0.0,0.041874394,1019.6,1019.94415,5.9,11.452417
2025-01-16 17:00:00,2025-01-17 17:00:00,7.1,9.913802,55.0,54.723583,0.0,0.014711258,1029.2,1021.1905,11.8,10.485671,2025-01-18 17:00:00,6.8,8.921083,67.0,57.835472,0.0,0.035626743,1024.3,1020.2053,4.0,11.088142,2025-01-19 17:00:00,5.9,8.4448,61.0,59.1208,0.0,0.04158862,1019.8,1020.024,6.9,11.332808
2025-01-16 18:00:00,2025-01-17 18:00:00,4.6,10.199961,69.0,54.215893,0.0,0.012928304,1029.3,1021.54333,4.5,10.153567,2025-01-18 18:00:00,2.8,9.152951,77.0,57.414402,0.0,0.03415893,1024.8,1020.50446,3.4,10.811985,2025-01-19 18:00:00,2.2,8.630807,77.0,58.842762,0.0,0.04083369,1020.3,1020.3133,2.9,11.071831
2025-01-16 19:00:00,2025-01-17 19:00:00,3.3,10.28331,72.0,54.21082,0.0,0.013520018,1029.4,1021.8,4.8,9.94631,2025-01-18 19:00:00,1.3,9.274326,75.0,57.29584,0.0,0.034077,1024.9,1020.7879,5.0,10.5838785,2025-01-19 19:00:00,2.1,8.762177,81.0,58.718132,0.0,0.04082378,1020.4,1020.60205,2.8,10.832014
2025-01-16 20:00:00,2025-01-17 20:00:00,2.9,10.044692,74.0,54.654984,0.0,0.010220279,1029.5,1022.48334,5.2,9.82831,2025-01-18 20:00:00,-1.5,9.393348,90.0,56.90823,0.0,0.028672973,1024.9,1021.4473,9.3,10.303226,2025-01-19 20:00:00,1.9,8.996827,83.0,58.05138,0.0,0.034611244,1020.4,1021.25916,2.5,10.499183
2025-01-16 21:00:00,2025-01-17 21:00:00,1.9,9.758614,78.0,55.06252,0.0,0.0021071148,1029.8,1023.69464,5.3,9.5866375,2025-01-18 21:00:00,-2.0,9.597494,91.0,56.115383,0.0,0.017435266,1024.6,1022.5704,11.5,9.875633,2025-01-19 21:00:00,2.4,9.36801,82.0,56.832687,0.0,0.02201307,1020.5,1022.3735,3.2,10.004818
2025-01-16 22:00:00,2025-01-17 22:00:00,1.4,9.619198,79.0,55.29891,0.0,-0.004534683,1030.1,1024.7996,5.7,9.266329,2025-01-18 22:00:00,-0.9,9.762914,82.0,55.52067,0.0,0.007903815,1024.2,1023.634,11.6,9.459155,2025-01-19 22:00:00,1.9,9.655161,84.0,55.908726,0.0,0.01123763,1020.3,1023.43976,3.0,9.541923
2025-01-16 23:00:00,2025-01-17 23:00:00,0.6,9.265077,82.0,56.041283,0.0,-0.007651626,1030.2,1025.6013,7.0,9.153868,2025-01-18 23:00:00,-0.7,9.709065,77.0,55.49298,0.0,0.0020218429,1024.1,1024.4607,10.6,9.213988,2025-01-19 23:00:00,2.7,9.732017,84.0,55.518093,0.1,0.0039117197,1020.8,1024.2734,3.0,9.24809
2025-01-17 00:00:00,2025-01-18 00:00:00,-0.3,9.083351,88.0,56.46164,0.0,-0.009908705,1030.2,1026.2535,5.8,8.992114,2025-01-19 00:00:00,-1.1,9.651518,78.0,55.546593,0.0,-0.0017264623,1023.8,1025.104,9.0,9.01786,2025-01-20 00:00:00,2.5,9.727959,88.0,55.417236,0.2,-0.0004990462,1020.7,1024.9216,1.9,9.033054
2025-01-17 01:00:00,2025-01-18 01:00:00,-0.3,9.124027,87.0,56.525867,0.0,-0.0103895655,1030.0,1026.6764,4.1,8.762562,2025-01-19 01:00:00,-1.4,9.6165085,77.0,55.690594,0.0,-0.0026752937,1023.6,1025.5221,6.0,8.854051,2025-01-20 01:00:00,2.1,9.667931,88.0,55.621212,0.0,-0.0013443071,1020.8,1025.3491,0.8,8.877473
2025-01-17 02:00:00,2025-01-18 02:00:00,-0.8,9.128779,85.0,56.707504,0.0,-0.007988407,1029.4,1026.7369,3.7,8.671061,2025-01-19 02:00:00,-0.1,9.485915,62.0,56.15319,0.0,4.0837796e-05,1023.1,1025.6099,4.7,8.827595,2025-01-20 02:00:00,3.3,9.490035,88.0,56.21112,0.2,0.0017738056,1019.7,1025.4454,3.1,8.865897
2025-01-17 03:00:00,2025-01-18 03:00:00,-0.2,9.053493,80.0,57.067356,0.0,-0.0039950153,1029.4,1026.6017,1.5,8.694323,2025-01-19 03:00:00,0.5,9.277671,54.0,56.840252,0.0,0.0049949074,1022.7,1025.4813,4.5,8.907266,2025-01-20 03:00:00,3.0,9.231609,92.0,57.03869,0.6,0.0072735483,1019.2,1025.3165,3.2,8.963187
2025-01-17 04:00:00,2025-01-18 04:00:00,-0.1,8.986749,79.0,57.272053,0.0,-0.0018602225,1029.4,1026.5255,3.2,8.73209,2025-01-19 04:00:00,0.5,9.100187,53.0,57.355797,0.0,0.008532033,1022.4,1025.3765,3.2,8.993759,2025-01-20 04:00:00,2.6,9.010273,93.0,57.678883,0.3,0.01135007,1019.3,1025.2047,0.4,9.066978
2025-01-17 05:00:00,2025-01-18 05:00:00,-0.9,8.951479,84.0,57.28151,0.0,-0.0021569494,1028.8,1026.5875,5.0,8.740882,2025-01-19 05:00:00,-0.1,8.988013,58.0,57.591938,0.0,0.009344899,1022.3,1025.4124,2.2,9.035748,2025-01-20 05:00:00,2.6,8.869105,93.0,57.996014,0.4,0.012504675,1019.2,1025.2358,0.9,9.120917
2025-01-17 06:00:00,2025-01-18 06:00:00,-1.5,8.861099,88.0,57.441666,0.0,-0.002376965,1028.1,1026.6973,6.5,8.754175,2025-01-19 06:00:00,-0.7,8.866338,63.0,57.839737,0.0,0.0094570825,1022.0,1025.5222,1.5,9.060032,2025-01-20 06:00:00,2.4,8.738481,94.0,58.266228,0.2,0.012687725,1018.9,1025.3455,1.3,9.149243
2025-01-17 07:00:00,2025-01-18 07:00:00,-1.9,8.676698,90.0,57.79123,0.0,-0.0024175632,1027.4,1026.8402,8.0,8.805465,2025-01-19 07:00:00,-1.0,8.711274,67.0,58.130207,0.0,0.009288565,1021.9,1025.671,2.0,9.092457,2025-01-20 07:00:00,1.9,8.596541,94.0,58.517853,0.0,0.012353891,1018.6,1025.4945,0.2,9.177614
2025-01-17 08:00:00,2025-01-18 08:00:00,-1.9,8.52438,91.0,58.089897,0.0,-0.0029245305,1027.5,1027.0841,9.0,8.796438,2025-01-19 08:00:00,-1.5,8.585944,73.0,58.34798,0.0,0.00840059,1022.4,1025.92,1.8,9.073808,2025-01-20 08:00:00,2.0,8.483734,94.0,58.697426,0.0,0.011274499,1018.5,1025.747,0.6,9.15431
2025-01-17 09:00:00,2025-01-18 09:00:00,-1.5,8.443234,90.0,58.300125,0.0,-0.0029727656,1027.5,1027.315,10.3,8.738993,2025-01-19 09:00:00,-1.1,8.489405,72.0,58.558372,0.0,0.0079292515,1022.8,1026.1747,2.1,9.025479,2025-01-20 09:00:00,2.2,8.387559,96.0,58.9018,0.1,0.010693994,1019.0,1026.0094,1.8,9.104511
2025-01-17 10:00:00,2025-01-18 10:00:00,2.9,8.3761835,72.0,58.333908,0.0,-0.0036921564,1027.4,1027.4565,10.1,8.738108,2025-01-19 10:00:00,1.9,8.416286,66.0,58.620026,0.0,0.007224993,1023.0,1026.3385,3.3,9.01576,2025-01-20 10:00:00,2.7,8.317043,96.0,58.953667,0.0,0.009895378,1019.4,1026.1792,1.9,9.092504
2025-01-17 11:00:00,2025-01-18 11:00:00,6.5,8.277595,61.0,58.26999,0.0,-0.0053296452,1027.7,1027.559,3.2,8.805506,2025-01-19 11:00:00,4.0,8.365094,54.0,58.4838,0.0,0.005632625,1023.5,1026.4464,2.7,9.0475645,2025-01-20 11:00:00,3.3,8.2827635,95.0,58.77017,0.0,0.008107641,1019.9,1026.2892,3.5,9.117625
2025-01-17 12:00:00,2025-01-18 12:00:00,8.0,8.122472,54.0,58.27535,0.0,-0.0063955104,1027.3,1027.5363,1.3,8.960644,2025-01-19 12:00:00,5.2,8.293945,56.0,58.34033,0.0,0.0045586983,1023.4,1026.4187,3.8,9.150442,2025-01-20 12:00:00,4.1,8.237221,93.0,58.55739,1.1,0.0068015093,1020.1,1026.2588,2.2,9.211724
